bioguide,icpsr,last,first,state,party,chamber
G000173,3573,gilbert,ezekiel,NY,O,House
G000434,3798,greenup,christopher,KY,R,House
G000526,3877,gunn,james,GA,O,Senate
H000148,4026,hancock,george,VA,O,House
H000348,4193,hathorn,john,NY,R,House
H000431,4269,heath,john,VA,R,House
H000488,4315,henderson,thomas,NJ,O,House
H000508,4333,henry,john,MD,O,Senate
L000067,5449,langdon,john,NH,R,Senate
L000246,5611,leonard,george,MA,O,House
L000530,5852,lyman,william,MA,R,House
M000155,6000,marshall,humphrey,KY,O,Senate
M001063,6781,muhlenberg,frederick,PA,R,House
M001119,6830,murray,william,MD,O,House
O000101,7084,orr,alexander,KY,R,House
P000018,7156,page,john,VA,R,House
P000026,7164,paine,elijah,VT,O,Senate
P000108,7235,patten,john,DE,R,House
P000514,7603,preston,francis,VA,R,House
R000092,7763,read,jacob,SC,O,Senate
R000215,7870,richards,john,PA,R,House
R000548,8148,rutherford,robert,VA,R,House
S000339,8448,sherburne,john,NH,R,House
S000555,8637,smith,isaac,NJ,O,House
S000753,8811,sprigg,thomas,MD,R,House
S001029,9048,strudwick,william,NC,O,House
S001119,9127,swift,zephaniah,CT,O,House
T000050,9187,tatom,absalom,NC,R,House
T000389,9489,trumbull,jonathan,CT,O,Senate
W000377,,white,james,TN,O,House
B000570,806,blount,william,TN,R,Senate
G000286,3674,goodhue,benjamin,MA,O,Senate
H000841,4628,howard,john,MD,O,Senate
H000982,4753,hunter,john,SC,R,Senate
L000120,5498,laurance,john,NY,O,Senate
T000052,9189,tattnall,josiah,GA,R,Senate
A000129,112,allen,john,CT,O,House
B000396,656,benton,lemuel,SC,R,House
B000735,947,bradbury,theophilus,MA,O,House
B000875,1072,brooks,david,NY,O,House
B000991,1176,bryan,nathan,NC,R,House
B001053,1232,bullock,stephen,MA,O,House
B001081,1255,burges,dempsey,NC,R,House
C000313,1655,chapman,john,PA,O,House
C000369,1706,chipman,nathaniel,VT,O,Senate
C000563,1881,cochran,james,NY,O,House
C000600,1914,coit,joshua,CT,O,House
D000073,2355,davenport,james,CT,O,House
E000089,2881,ege,george,PA,O,House
F000313,3315,foster,theodore,RI,R,Senate
F000365,3358,freeman,nathaniel,MA,R,House
H000266,4127,harrison,carter,VA,R,House
H000803,4593,hosmer,hezekiah,NY,O,House
L000115,5494,latimer,henry,DE,O,Senate
L000377,5725,lloyd,james,MD,O,Senate
L000389,5734,locke,matthew,NC,R,House
M000013,5879,machir,james,VA,O,House
M000226,6063,mason,stevens,VA,R,Senate
M000256,6087,matthews,william,MD,O,House
M000336,6155,mcclenachan,blair,PA,R,House
M000423,6229,mcdowell,joseph,NC,R,House
M000946,6674,morgan,daniel,VA,O,House
P000058,7192,parker,isaac,MA,O,House
R000448,8070,ross,james,PA,O,Senate
R000550,8150,rutherfurd,john,NJ,O,Senate
S000154,8282,schuyler,philip,NY,O,Senate
S000448,8544,sinnickson,thomas,NJ,O,House
S000460,8555,sitgreaves,samuel,PA,O,House
S000563,8644,smith,jeremiah,NH,O,House
S000595,8671,smith,nathaniel,CT,O,House
S000625,8695,smith,william,SC,R,House
S000633,8702,smith,william,SC,O,House
S000743,8802,sprague,peleg,NH,O,House
S001095,9107,swanwick,john,PA,R,House
T000232,9353,thomson,mark,NJ,O,House
V000012,9591,van alen,john,NY,O,House
W000513,10159,williams,john,NY,O,House
C000497,1823,clayton,joshua,DE,O,Senate
H000661,4469,hobart,john,NY,O,Senate
N000142,6963,north,william,NY,O,Senate
W000202,9874,watson,james,NY,O,Senate
B000198,484,bartlett,bailey,MA,O,House
B000731,943,brace,jonathan,CT,O,House
B000927,1116,brown,john,RI,O,House
B000929,1118,brown,john,KY,R,Senate
C000382,1716,christie,gabriel,MD,R,House
C000572,1888,cocke,william,TN,R,Senate
C000764,2058,cooper,william,NY,O,House
C000863,2139,craik,william,MD,O,House
D000069,2351,davenport,franklin,NJ,O,House
D000165,2440,dayton,jonathan,NJ,O,Senate
D000254,2512,dent,george,MD,O,House
D000296,2550,dexter,samuel,MA,O,Senate
D000331,2581,dickson,joseph,NC,O,House
E000052,2852,edmond,william,CT,O,House
E000091,2883,eggleston,joseph,VA,R,House
E000257,3021,evans,thomas,VA,O,House
F000364,3357,freeman,jonathan,NH,O,House
G000020,3437,gallatin,albert,PA,R,House
G000235,3628,glen,henry,NY,O,House
G000279,3668,goode,samuel,VA,R,House
G000294,3679,goodrich,elizur,CT,O,House
G000318,3701,gordon,william,NH,O,House
G000427,3791,greene,ray,RI,O,Senate
H000299,4156,hartley,thomas,PA,O,House
H000359,4204,havens,jonathan,NY,R,House
I000011,4800,imlay,james,NJ,O,House
J000227,5038,jones,james,GA,O,House
K000253,5310,kittera,john,PA,O,House
L000195,5559,lee,henry,VA,O,House
L000336,5687,linn,james,NJ,R,House
L000364,5713,livermore,samuel,NH,O,Senate
L000528,5850,lyman,samuel,MA,O,House
M000157,6003,marshall,john,VA,O,House
M000571,,mcmillan,william,OH,O,House
N000084,6911,nicholas,john,VA,R,House
N000161,6979,nott,abraham,SC,O,House
P000021,7159,page,robert,VA,O,House
P000065,7199,parker,josiah,VA,O,House
P000357,7458,pinckney,thomas,SC,O,House
P000381,7481,platt,jonas,NY,O,House
P000482,7573,powell,leven,VA,O,House
R000120,7788,reed,john,MA,O,House
S000222,8344,sedgwick,theodore,MA,O,House
S000259,8376,sewall,samuel,MA,O,House
S000693,8756,spaight,richard,NC,R,House
T000141,9268,thatcher,george,MA,O,House
T000173,9299,thomas,john,MD,O,House
T000183,9308,thomas,richard,PA,O,House
W000094,9779,waln,robert,PA,O,House
F000301,3303,foster,dwight,MA,O,Senate
H000629,4441,hindman,william,MD,O,Senate
M000976,6703,morris,gouverneur,NY,O,Senate
B000017,325,bacon,john,MA,R,House
B000477,722,bird,john,NY,O,House
B000660,877,boude,thomas,PA,O,House
B000787,994,breckinridge,john,KY,R,Senate
C000005,1380,cabell,samuel,VA,R,House
C000627,1939,colhoun,john,SC,R,Senate
D000138,2413,davis,thomas,KY,R,House
E000114,2903,ellery,christopher,RI,R,Senate
E000153,2941,elmendorf,lucas,NY,R,House
F000054,,fearing,paul,OH,O,House
F000297,3299,foster,abiel,NH,O,House
G000428,,greene,thomas,MS,O,House
G000502,3859,grove,william,NC,O,House
H000475,4303,henderson,archibald,NC,O,House
H000611,4426,hill,william,NC,O,House
H000986,,hunter,narsworthy,MS,O,House
J000012,4850,jackson,george,VA,R,House
J000017,4854,jackson,james,GA,R,Senate
J000123,4946,johnson,charles,NC,R,House
J000258,5066,jones,william,PA,R,House
L000204,5568,lee,silas,MA,O,House
L000316,5668,lincoln,levi,MA,R,House
L000401,5744,logan,george,PA,R,Senate
M000259,6089,mattoon,ebenezer,MA,O,House
M000983,6710,morris,lewis,VT,O,House
M000988,6715,morris,thomas,NY,O,House
M001066,6784,muhlenberg,john,PA,O,Senate
O000041,7029,ogden,aaron,NJ,O,Senate
O000060,7048,olcott,simeon,NH,O,Senate
P000190,7308,peirce,joseph,NH,O,House
P000231,7344,perkins,elias,CT,O,House
R000093,7764,read,nathan,MA,O,House
R000553,8153,rutledge,john,SC,O,House
S000312,8423,sheafe,james,NH,O,Senate
S000330,8440,shepard,william,MA,O,House
S000582,8662,smith,josiah,MA,R,House
S000752,8810,sprigg,"richard,",MD,R,House
S000994,9014,stratton,john,VA,O,House
T000025,9165,taliaferro,benjamin,GA,R,House
T000273,9385,tillinghast,thomas,RI,R,House
T000348,9452,tracy,uriah,CT,O,Senate
U000022,9567,upham,george,NH,O,House
V000049,9625,van ness,john,NY,R,House
W000046,9735,walker,benjamin,NY,O,House
W000534,10176,williams,robert,NC,R,House
W000722,10352,woods,henry,PA,O,House
B001186,1346,butler,pierce,SC,R,Senate
C000525,1847,clinton,de,NY,R,Senate
P000393,7493,plumer,william,NH,O,Senate
B000049,351,bailey,theodorus,NY,R,Senate
B000097,392,baldwin,simeon,CT,O,House
B000697,911,bowie,walter,MD,R,House
B000970,1156,bruce,phineas,MA,O,House
C000406,1739,claiborne,thomas,VA,R,House
C001026,2287,cutler,manasseh,MA,O,House
D000243,2501,dennis,john,MD,O,House
D000583,2801,dwight,thomas,MA,O,House
E000008,2814,earle,john,SC,R,House
G000196,3594,gillespie,james,NC,R,House
G000467,3826,griffin,thomas,VA,O,House
G000482,3840,griswold,gaylord,NY,O,House
H000133,4012,hammond,samuel,GA,R,House
H000140,4019,hampton,wade,SC,R,House
H000570,4390,hiester,daniel,MD,R,House
H000695,4498,hoge,john,PA,R,House
H000976,4748,hunt,samuel,NH,O,House
L000097,5477,larned,simon,MA,R,House
L000294,5649,lewis,thomas,VA,O,House
L000482,5814,lowndes,thomas,SC,O,House
M000029,5890,maclay,samuel,PA,R,Senate
M000359,6172,mccord,andrew,NY,R,House
M000824,6571,mitchell,nahum,MA,O,House
M001039,6760,mott,james,NJ,R,House
P000036,7173,palmer,beriah,NY,R,House
P000101,7230,paterson,john,NY,R,House
P000298,7403,phelps,oliver,NY,R,House
P000378,7478,plater,thomas,MD,O,House
P000468,7559,potter,samuel,RI,R,Senate
P000577,7658,purviance,samuel,NC,O,House
S000471,8563,skinner,thomson,MA,R,House
S000557,8639,smith,israel,VT,R,Senate
S000567,8645,smith,john,OH,R,Senate
S000912,8938,stewart,john,PA,R,House
T000143,9271,thatcher,samuel,MA,O,House
T000262,9376,tibbits,george,NY,O,House
T000370,9470,trigg,john,VA,R,House
V000045,9621,van horne,isaac,PA,R,House
V000083,9658,venable,abraham,VA,R,Senate
W000392,10043,white,samuel,DE,O,Senate
W000526,10169,williams,lemuel,MA,O,House
A000282,233,armstrong,john,NY,R,Senate
H000870,4656,howland,benjamin,RI,R,Senate
M000891,6625,moore,andrew,VA,R,Senate
A000100,88,alexander,nathaniel,NC,R,House
A000191,169,anderson,isaac,PA,R,House
A000272,222,archer,john,MD,R,House
B000084,379,baldwin,abraham,GA,R,Senate
B000301,571,bedinger,george,KY,R,House
B000425,679,betton,silas,NH,O,House
B000488,733,bishop,phanuel,MA,R,House
B000989,1174,bryan,joseph,GA,R,House
C000226,1575,casey,levi,SC,R,House
C000424,1756,clark,christopher,VA,R,House
C000704,2005,conrad,frederick,PA,R,House
C000817,2099,covington,leonard,MD,R,House
D000333,2583,dickson,william,TN,R,House
D000582,2800,dwight,theodore,CT,O,House
E000014,2819,early,peter,GA,R,House
E000130,2919,ellis,caleb,NH,O,House
E000154,2942,elmer,ebenezer,NJ,R,House
F000074,3104,fenner,james,RI,R,Senate
F000322,3324,fowler,john,KY,R,House
G000248,3639,goddard,calvin,CT,O,House
G000488,3846,griswold,roger,CT,O,House
H000090,3972,halsey,silas,NY,R,House
H000111,3992,hamilton,john,PA,R,House
H000161,4037,hanna,john,PA,R,House
H000331,4181,hastings,seth,MA,O,House
H000811,4600,hough,david,NH,O,House
K000246,5303,kitchell,aaron,NJ,R,Senate
L000367,5716,livingston,henry,NY,O,House
L000478,5812,lower,christian,PA,R,House
L000492,5822,lucas,john,PA,R,House
M000057,5917,magruder,patrick,MD,R,House
M000437,6241,mcfarlan,duncan,NC,R,House
M000614,6393,mead,cowles,GA,R,House
M000649,6422,meriwether,david,GA,R,House
N000100,6925,nicholson,joseph,MD,R,House
O000067,7055,olin,gideon,VT,R,House
R000051,7727,randolph,thomas,VA,R,House
S000015,8175,sailly,peter,NY,R,House
S000041,8203,sandford,thomas,KY,R,House
S000149,8277,schuneman,martin,NY,R,House
S000524,8608,smith,daniel,TN,R,Senate
S000570,8651,smith,john,CT,O,House
S000598,8673,smith,o'brien,SC,R,House
S000698,8761,spalding,thomas,GA,R,House
S000805,8845,stanton,joseph,RI,R,House
S001073,9088,sumter,thomas,SC,R,Senate
T000127,9257,tenney,samuel,NH,O,House
T000213,9335,thompson,philip,VA,R,House
T000249,9366,thruston,buckner,KY,R,Senate
W000014,9707,wadsworth,peleg,MA,O,House
W000116,9798,walton,matthew,KY,R,House
W000403,10054,whitehill,john,PA,R,House
W000440,10086,wickes,eliphalet,NY,R,House
W000531,10173,williams,nathan,NY,R,House
W000642,10280,winston,joseph,NC,R,House
W000786,10407,wynns,thomas,NC,R,House
M000712,6472,milledge,john,GA,R,Senate
A000092,80,alexander,evan,NC,R,House
B000144,436,barker,joseph,MA,R,House
B000446,697,bidwell,barnabas,MA,R,House
B000533,773,blake,john,NY,R,House
B000729,941,boyle,john,KY,R,House
B000745,956,bradley,stephen,VT,R,Senate
B000888,1085,broom,james,DE,O,House
C000148,1505,carleton,peter,NH,R,House
C000403,1736,claiborne,john,VA,R,House
C000426,,clark,daniel,OL,O,House
C000486,1814,clay,joseph,PA,R,House
C000526,1849,clinton,george,NY,R,House
C000947,2214,crowninshield,jacob,MA,R,House
D000047,2332,darby,ezra,NJ,R,House
D000173,2446,dean,josiah,MA,R,House
D000565,2786,durell,daniel,NH,R,House
E000122,2911,elliott,james,VT,O,House
F000344,3342,franklin,jesse,NC,R,Senate
G000052,3465,gardner,francis,NH,R,House
G000075,3483,garnett,james,VA,R,House
G000293,3678,goodrich,chauncey,CT,O,Senate
G000442,3805,gregg,andrew,PA,R,Senate
H000245,4106,harris,john,NY,R,House
H000573,4393,hiester,john,PA,R,House
H000699,4502,hoge,william,PA,R,House
H000957,4731,humphrey,reuben,NY,R,House
I000009,4798,ilsley,daniel,MA,R,House
J000220,5031,jones,george,GA,R,Senate
K000073,5151,kelly,james,PA,O,House
K000239,5296,kirkpatrick,william,NY,R,House
K000286,5338,knight,nehemiah,RI,R,House
M000232,6069,masters,josiah,NY,R,House
M000240,6076,mathewson,elisha,RI,R,Senate
M000387,6198,mccreery,william,MD,R,House
M000864,6601,montgomery,daniel,PA,R,House
M001005,6729,morrow,john,VA,R,House
P000052,,parke,benjamin,IN,O,House
P000067,7200,parker,nahum,NH,R,Senate
P000562,7645,pugh,john,PA,R,House
R000212,7867,richards,jacob,PA,R,House
R000257,7907,riker,samuel,NY,R,House
R000529,8131,russell,john,NY,R,House
S000493,8581,sloan,james,NJ,R,House
S000562,8643,smith,jedediah,NH,R,House
S000566,8647,smith,john,NY,R,Senate
S000978,8999,story,joseph,MA,R,House
S001096,9108,swart,peter,NY,R,House
T000163,9290,thomas,david,NY,R,House
T000268,9380,tiffin,edward,OH,R,Senate
T000368,9468,trigg,abram,VA,R,House
V000011,9590,van alen,james,NY,R,House
V000022,9602,van cortlandt,philip,NY,R,House
V000088,9662,verplanck,daniel,NY,R,House
W000454,10099,wilbour,isaac,RI,R,House
W000529,10171,williams,marmaduke,NC,R,House
W000568,10210,wilson,alexander,VA,R,House
W000606,10246,wilson,nathan,NY,R,House
W000657,10293,witherell,james,VT,R,House
M000633,6408,meigs,return,OH,R,Senate
M000043,5903,madison,james,VA,R,House
A000136,119,allen,joseph,MA,O,House
A000165,146,alston,lemuel,SC,R,House
A000197,174,anderson,joseph,TN,R,Senate
B000530,771,blaisdell,daniel,NH,O,House
B000802,1007,brent,richard,VA,R,Senate
B000928,1117,brown,john,MD,R,House
C000045,1419,calhoun,joseph,SC,R,House
C000076,1442,campbell,alexander,OH,R,Senate
C000091,1455,campbell,john,MD,O,House
C000279,1624,chamberlain,john,NH,O,House
C000280,1625,chamberlain,william,VT,O,House
C000289,1633,champlin,christopher,RI,O,Senate
C000723,2021,cook,orchard,MA,R,House
C000834,2114,cox,james,NJ,R,House
C000910,2179,crist,henry,KY,R,House
D000240,,denning,william,NY,O,House
G000049,3460,gardenier,barent,NY,O,House
G000054,3467,gardner,gideon,MA,R,House
G000066,3476,garland,david,VA,R,House
G000136,3539,german,obadiah,NY,R,Senate
G000489,3847,griswold,stanley,OH,R,Senate
H000354,4199,haven,nathaniel,NH,O,House
H000464,4293,helms,william,NJ,R,House
H000571,4391,hiester,daniel,PA,R,House
H000618,4433,hillhouse,james,CT,O,Senate
H000718,4519,holland,james,NC,R,House
H000834,4622,howard,benjamin,KY,R,House
H000886,4670,hubbard,jonathan,VT,O,House
J000087,4916,jenkins,robert,PA,O,House
J000254,5064,jones,walter,VA,R,House
K000089,5163,kenan,thomas,NC,R,House
K000282,5334,knickerbocker,herman,NY,O,House
L000036,5421,lambert,john,NJ,R,Senate
L000229,5594,leib,michael,PA,R,Senate
L000363,5712,livermore,edward,MA,O,House
L000456,5792,love,john,VA,R,House
L000545,5867,lyon,matthew,KY,R,House
M000076,5935,malbone,francis,RI,O,Senate
M000130,5981,marion,robert,SC,R,House
M000239,6075,mathews,vincent,NY,O,House
M000520,6311,mckinley,william,VA,R,House
M000750,6504,miller,pleasant,TN,R,House
M001076,6794,mumford,gurdon,NY,R,House
N000041,6871,nelson,roger,MD,R,House
N000086,6913,nicholas,wilson,VA,R,House
N000098,6923,nicholson,john,NY,R,House
P000330,7432,pickman,benjamin,MA,O,House
P000443,7537,porter,john,PA,R,House
P000493,,poydras,julien,OL,O,House
R000218,7873,richards,matthias,PA,R,House
R000346,7985,robinson,jonathan,VT,R,Senate
S000098,8243,say,benjamin,PA,R,House
S000200,8324,scudder,john,NJ,R,House
S000507,8595,smelt,dennis,GA,R,House
S000610,8679,smith,samuel,PA,R,House
S000800,8842,stanly,john,NC,O,House
S000828,8865,stedman,william,MA,O,House
S001125,9132,swoope,jacob,VA,O,House
T000206,9328,thompson,john,NY,R,House
U000023,9568,upham,jabez,MA,O,House
V000043,9619,van horne,archibald,MD,R,House
V000054,9630,van rensselaer,killian,NY,O,House
W000220,9889,weakley,robert,TN,R,House
W000411,10061,whiteside,jenkin,TN,R,Senate
W000592,10228,wilson,james,NH,O,House
W000661,10297,witherspoon,robert,SC,R,House
C001031,2292,cutts,charles,NH,R,Senate
T000085,9216,taylor,john,SC,R,Senate
W000750,10379,worthington,thomas,OH,R,Senate
B000015,323,bacon,ezekiel,MA,R,House
B000067,367,baker,john,VA,O,House
B000207,491,bartlett,josiah,NH,R,House
B000249,524,bayard,james,DE,O,Senate
B000511,754,blackledge,william,NC,R,House
B000555,793,bleecker,harmanus,NY,O,House
B000569,805,blount,thomas,NC,R,House
B000714,927,boyd,adam,NJ,R,House
B001194,1354,butler,william,SC,R,House
C000175,1527,carr,francis,MA,R,House
C000372,1708,chittenden,martin,VT,O,House
C000547,1868,cobb,howell,GA,R,House
C000564,1880,cochran,james,NC,R,House
C000734,2031,cooke,thomas,NY,R,House
C000895,2165,crawford,william,GA,R,Senate
C001033,2294,cutts,richard,MA,R,House
D000357,2607,dinsmoor,samuel,NH,R,House
E000176,2961,emott,james,NY,O,House
F000156,3175,fitch,asa,NY,O,House
G000039,3452,gannett,barzillai,MA,R,House
G000183,3582,giles,william,VA,R,Senate
G000215,3610,gilman,nicholas,NH,R,Senate
G000394,3763,gray,edwin,VA,R,House
G000413,3779,green,isaiah,MA,R,House
H000064,3950,hall,obed,NH,R,House
H000223,4088,harper,john,NH,R,House
H000865,4651,howell,jeremiah,RI,R,Senate
K000159,5225,key,philip,MD,O,House
L000212,5577,lefever,joseph,PA,R,House
L000370,5719,livingston,robert,NY,O,House
M000267,6095,maxwell,george,NJ,R,House
M000302,6128,mcbryde,archibald,NC,O,House
M000668,6440,metcalf,arunah,NY,R,House
M000785,6538,milnor,james,PA,O,House
M000831,6577,mitchill,samuel,NY,R,House
M000867,6603,montgomery,john,MD,R,House
M000951,6679,morgan,james,NJ,R,House
N000064,6892,newbold,thomas,NJ,R,House
P000146,7269,paulding,william,NY,R,House
P000425,7520,pond,benjamin,NY,R,House
Q000015,7675,quincy,josiah,MA,O,House
R000375,8011,rodman,william,PA,R,House
S000023,8187,sammons,thomas,NY,R,House
S000215,8338,seaver,ebenezer,MA,R,House
S000310,8421,shaw,samuel,VT,R,House
S000508,8596,smilie,john,PA,R,House
S000537,8620,smith,george,PA,R,House
S000984,9005,stow,silas,NY,R,House
S001052,9067,sullivan,george,NH,O,House
T000033,9173,tallman,peleg,MA,R,House
T000347,9451,tracy,uri,NY,R,House
T000416,9510,turner,charles,MA,R,House
T000423,9517,turner,james,NC,R,Senate
V000023,9603,van cortlandt,pierre,NY,R,House
V000074,9650,varnum,joseph,MA,O,Senate
W000385,10038,white,leonard,MA,O,House
W000444,10090,widgery,william,MA,R,House
W000495,10140,williams,david,SC,R,House
W000615,10253,wilson,thomas,VA,O,House
W000637,10275,winn,richard,SC,R,House
D000273,,destrehan,jean,LA,O,Senate
M000056,5916,magruder,allan,LA,R,Senate
P000450,7543,posey,thomas,LA,R,Senate
B000161,450,barnett,william,GA,R,House
B000260,535,bayly,thomas,VA,O,House
B000273,547,beall,reasin,OH,R,House
B000388,649,benson,egbert,NY,O,House
B000434,686,bibb,william,GA,R,Senate
B000453,703,bigelow,abijah,MA,O,House
B000467,714,bines,thomas,NJ,R,House
B000554,792,bledsoe,jesse,KY,R,Senate
B000612,,bond,shadrack,IL,O,House
B000684,898,bowen,john,TN,R,House
B000691,905,bowers,john,NY,O,House
B000715,928,boyd,alexander,NY,O,House
B000942,1132,brown,robert,PA,R,House
B001051,1230,bulloch,william,GA,R,Senate
B001176,1337,butler,ezra,VT,R,House
C000131,1492,caperton,hugh,VA,O,House
C000350,1688,cheves,langdon,SC,R,House
C000667,1971,conard,john,PA,R,House
C000843,2122,coxe,william,NJ,O,House
C000934,2201,crouch,edward,PA,R,House
D000002,2296,daggett,david,CT,O,Senate
D000023,2315,dana,samuel,MA,R,House
D000133,2409,davis,roger,PA,R,House
D000134,2410,davis,samuel,MA,O,House
D000151,2426,dawson,john,VA,R,House
D000252,2510,denoyelles,peter,NY,R,House
D000293,2542,dewey,daniel,MA,O,House
D000577,2795,duval,william,KY,R,House
E000168,2956,ely,william,MA,O,House
E000238,3006,evans,david,SC,R,House
F000036,3074,farrow,samuel,SC,R,House
F000279,3282,forney,peter,NC,R,House
F000346,3344,franklin,meshack,NC,R,House
F000389,3377,fromentin,eligius,LA,R,Senate
G000116,3523,geddes,james,NY,O,House
G000241,3632,gloninger,john,PA,O,House
G000345,3726,gourdin,theodore,SC,R,House
H000254,4115,harris,thomas,TN,R,House
H000313,4168,hasbrouck,abraham,NY,R,House
H000372,4216,hawkins,joseph,KY,R,House
H000472,,hempstead,edward,MO,O,House
H000487,4314,henderson,samuel,PA,O,House
H000778,4571,hopkins,samuel,KY,R,House
H000780,4573,hopkins,samuel,NY,O,House
H000867,4653,howell,nathaniel,NY,O,House
H000887,4671,hubbard,levi,MA,R,House
H000914,4693,hufty,jacob,NJ,O,House
H000962,4736,humphreys,parry,TN,R,House
H001026,4789,hyneman,john,PA,R,House
J000025,4862,jackson,richard,RI,O,House
K000116,5186,kennedy,william,NC,R,House
K000149,5216,kershaw,john,SC,R,House
L000011,5392,lacock,abner,PA,R,Senate
L000213,5581,lefferts,john,NY,R,House
M000132,5983,markell,jacob,NY,O,House
M000217,6054,mason,jeremiah,NH,O,Senate
M000515,6306,mckim,alexander,MD,R,House
M000747,6501,miller,morris,NY,O,House
P000168,7288,pearson,joseph,NC,O,House
P000455,7546,post,jotham,NY,O,House
P000463,7553,potter,elisha,RI,O,House
